case_id,slide_id,label
train_slide_0169,train_slide_0169,normal_tissue
train_slide_0170,train_slide_0170,normal_tissue
train_slide_0171,train_slide_0171,normal_tissue
train_slide_0172,train_slide_0172,normal_tissue
train_slide_0173,train_slide_0173,normal_tissue
train_slide_0174,train_slide_0174,normal_tissue
train_slide_0175,train_slide_0175,normal_tissue
train_slide_0176,train_slide_0176,normal_tissue
train_slide_0177,train_slide_0177,normal_tissue
train_slide_0178,train_slide_0178,normal_tissue
train_slide_0179,train_slide_0179,normal_tissue
train_slide_0180,train_slide_0180,normal_tissue
train_slide_0181,train_slide_0181,normal_tissue
train_slide_0182,train_slide_0182,normal_tissue
train_slide_0183,train_slide_0183,normal_tissue
train_slide_0184,train_slide_0184,normal_tissue
train_slide_0185,train_slide_0185,normal_tissue
train_slide_0186,train_slide_0186,normal_tissue
train_slide_0187,train_slide_0187,normal_tissue
train_slide_0188,train_slide_0188,normal_tissue
train_slide_0189,train_slide_0189,normal_tissue
train_slide_0190,train_slide_0190,normal_tissue
train_slide_0191,train_slide_0191,normal_tissue
train_slide_0192,train_slide_0192,normal_tissue
train_slide_0193,train_slide_0193,normal_tissue
train_slide_0194,train_slide_0194,normal_tissue
train_slide_0195,train_slide_0195,normal_tissue
train_slide_0196,train_slide_0196,normal_tissue
train_slide_0197,train_slide_0197,normal_tissue
train_slide_0198,train_slide_0198,normal_tissue
train_slide_0199,train_slide_0199,normal_tissue
train_slide_0200,train_slide_0200,normal_tissue
train_slide_0201,train_slide_0201,normal_tissue
train_slide_0202,train_slide_0202,normal_tissue
train_slide_0203,train_slide_0203,normal_tissue
train_slide_0204,train_slide_0204,normal_tissue
train_slide_0205,train_slide_0205,normal_tissue
train_slide_0206,train_slide_0206,normal_tissue
train_slide_0207,train_slide_0207,normal_tissue
train_slide_0208,train_slide_0208,normal_tissue
train_slide_0209,train_slide_0209,normal_tissue
train_slide_0210,train_slide_0210,normal_tissue
train_slide_0211,train_slide_0211,normal_tissue
train_slide_0212,train_slide_0212,normal_tissue
train_slide_0213,train_slide_0213,normal_tissue
train_slide_0214,train_slide_0214,normal_tissue
train_slide_0215,train_slide_0215,normal_tissue
train_slide_0216,train_slide_0216,normal_tissue
train_slide_0217,train_slide_0217,normal_tissue
train_slide_0218,train_slide_0218,normal_tissue
train_slide_0219,train_slide_0219,normal_tissue
train_slide_0220,train_slide_0220,normal_tissue
train_slide_0221,train_slide_0221,normal_tissue
train_slide_0222,train_slide_0222,normal_tissue
train_slide_0223,train_slide_0223,normal_tissue
train_slide_0224,train_slide_0224,normal_tissue
train_slide_0225,train_slide_0225,normal_tissue
train_slide_0226,train_slide_0226,normal_tissue
train_slide_0227,train_slide_0227,normal_tissue
train_slide_0228,train_slide_0228,normal_tissue
train_slide_0229,train_slide_0229,normal_tissue
train_slide_0230,train_slide_0230,normal_tissue
train_slide_0231,train_slide_0231,normal_tissue
train_slide_0232,train_slide_0232,normal_tissue
train_slide_0233,train_slide_0233,normal_tissue
train_slide_0234,train_slide_0234,normal_tissue
train_slide_0235,train_slide_0235,normal_tissue
train_slide_0236,train_slide_0236,normal_tissue
train_slide_0237,train_slide_0237,normal_tissue
train_slide_0238,train_slide_0238,normal_tissue
train_slide_0239,train_slide_0239,normal_tissue
train_slide_0240,train_slide_0240,normal_tissue
train_slide_0241,train_slide_0241,normal_tissue
train_slide_0242,train_slide_0242,normal_tissue
train_slide_0243,train_slide_0243,normal_tissue
train_slide_0244,train_slide_0244,normal_tissue
train_slide_0245,train_slide_0245,normal_tissue
train_slide_0246,train_slide_0246,normal_tissue
train_slide_0247,train_slide_0247,normal_tissue
train_slide_0248,train_slide_0248,normal_tissue
train_slide_0249,train_slide_0249,normal_tissue
train_slide_0250,train_slide_0250,normal_tissue
train_slide_0251,train_slide_0251,normal_tissue
train_slide_0252,train_slide_0252,normal_tissue
train_slide_0253,train_slide_0253,normal_tissue
train_slide_0254,train_slide_0254,normal_tissue
train_slide_0255,train_slide_0255,normal_tissue
train_slide_0256,train_slide_0256,normal_tissue
train_slide_0257,train_slide_0257,normal_tissue
train_slide_0258,train_slide_0258,normal_tissue
train_slide_0259,train_slide_0259,normal_tissue
train_slide_0260,train_slide_0260,normal_tissue
train_slide_0261,train_slide_0261,normal_tissue
train_slide_0262,train_slide_0262,normal_tissue
train_slide_0263,train_slide_0263,normal_tissue
train_slide_0264,train_slide_0264,normal_tissue
train_slide_0265,train_slide_0265,normal_tissue
train_slide_0266,train_slide_0266,normal_tissue
train_slide_0267,train_slide_0267,normal_tissue
train_slide_0268,train_slide_0268,normal_tissue
test_slide_0000,test_slide_0000,tumor_tissue
test_slide_0001,test_slide_0001,tumor_tissue
test_slide_0002,test_slide_0002,normal_tissue
test_slide_0003,test_slide_0003,tumor_tissue
test_slide_0004,test_slide_0004,normal_tissue
test_slide_0005,test_slide_0005,normal_tissue
test_slide_0006,test_slide_0006,normal_tissue
test_slide_0007,test_slide_0007,tumor_tissue
test_slide_0008,test_slide_0008,normal_tissue
test_slide_0009,test_slide_0009,tumor_tissue
test_slide_0010,test_slide_0010,tumor_tissue
test_slide_0011,test_slide_0011,normal_tissue
test_slide_0012,test_slide_0012,tumor_tissue
test_slide_0013,test_slide_0013,normal_tissue
test_slide_0014,test_slide_0014,normal_tissue
test_slide_0015,test_slide_0015,tumor_tissue
test_slide_0016,test_slide_0016,normal_tissue
test_slide_0017,test_slide_0017,normal_tissue
test_slide_0018,test_slide_0018,normal_tissue
test_slide_0019,test_slide_0019,normal_tissue
test_slide_0020,test_slide_0020,tumor_tissue
test_slide_0021,test_slide_0021,normal_tissue
test_slide_0022,test_slide_0022,normal_tissue
test_slide_0023,test_slide_0023,normal_tissue
test_slide_0024,test_slide_0024,normal_tissue
test_slide_0025,test_slide_0025,tumor_tissue
test_slide_0026,test_slide_0026,tumor_tissue
test_slide_0027,test_slide_0027,normal_tissue
test_slide_0028,test_slide_0028,tumor_tissue
test_slide_0029,test_slide_0029,tumor_tissue
test_slide_0030,test_slide_0030,normal_tissue
test_slide_0031,test_slide_0031,normal_tissue
test_slide_0032,test_slide_0032,tumor_tissue
test_slide_0033,test_slide_0033,normal_tissue
test_slide_0034,test_slide_0034,normal_tissue
test_slide_0035,test_slide_0035,normal_tissue
test_slide_0036,test_slide_0036,normal_tissue
test_slide_0037,test_slide_0037,tumor_tissue
test_slide_0038,test_slide_0038,normal_tissue
test_slide_0039,test_slide_0039,tumor_tissue
test_slide_0040,test_slide_0040,normal_tissue
test_slide_0041,test_slide_0041,normal_tissue
test_slide_0042,test_slide_0042,normal_tissue
test_slide_0043,test_slide_0043,normal_tissue
test_slide_0044,test_slide_0044,normal_tissue
test_slide_0045,test_slide_0045,tumor_tissue
test_slide_0046,test_slide_0046,normal_tissue
test_slide_0047,test_slide_0047,tumor_tissue
test_slide_0048,test_slide_0048,tumor_tissue
test_slide_0049,test_slide_0049,normal_tissue
test_slide_0050,test_slide_0050,tumor_tissue
test_slide_0051,test_slide_0051,tumor_tissue
test_slide_0052,test_slide_0052,normal_tissue
test_slide_0053,test_slide_0053,normal_tissue
test_slide_0054,test_slide_0054,normal_tissue
test_slide_0055,test_slide_0055,normal_tissue
test_slide_0056,test_slide_0056,normal_tissue
test_slide_0057,test_slide_0057,normal_tissue
test_slide_0058,test_slide_0058,normal_tissue
test_slide_0059,test_slide_0059,normal_tissue
test_slide_0060,test_slide_0060,tumor_tissue
test_slide_0061,test_slide_0061,normal_tissue
test_slide_0062,test_slide_0062,normal_tissue
test_slide_0063,test_slide_0063,tumor_tissue
test_slide_0064,test_slide_0064,tumor_tissue
test_slide_0065,test_slide_0065,tumor_tissue
test_slide_0066,test_slide_0066,normal_tissue
test_slide_0067,test_slide_0067,tumor_tissue
test_slide_0068,test_slide_0068,tumor_tissue
test_slide_0069,test_slide_0069,normal_tissue
test_slide_0070,test_slide_0070,tumor_tissue
test_slide_0071,test_slide_0071,normal_tissue
test_slide_0072,test_slide_0072,tumor_tissue
test_slide_0073,test_slide_0073,tumor_tissue
test_slide_0074,test_slide_0074,tumor_tissue
test_slide_0075,test_slide_0075,normal_tissue
test_slide_0076,test_slide_0076,normal_tissue
test_slide_0077,test_slide_0077,normal_tissue
test_slide_0078,test_slide_0078,tumor_tissue
test_slide_0079,test_slide_0079,normal_tissue
test_slide_0080,test_slide_0080,normal_tissue
test_slide_0081,test_slide_0081,tumor_tissue
test_slide_0082,test_slide_0082,normal_tissue
test_slide_0083,test_slide_0083,tumor_tissue
test_slide_0084,test_slide_0084,normal_tissue
test_slide_0085,test_slide_0085,normal_tissue
test_slide_0086,test_slide_0086,normal_tissue
test_slide_0087,test_slide_0087,normal_tissue
test_slide_0088,test_slide_0088,normal_tissue
test_slide_0089,test_slide_0089,tumor_tissue
test_slide_0090,test_slide_0090,normal_tissue
test_slide_0091,test_slide_0091,tumor_tissue
test_slide_0092,test_slide_0092,normal_tissue
test_slide_0093,test_slide_0093,tumor_tissue
test_slide_0094,test_slide_0094,normal_tissue
test_slide_0095,test_slide_0095,normal_tissue
test_slide_0096,test_slide_0096,tumor_tissue
test_slide_0097,test_slide_0097,normal_tissue
test_slide_0098,test_slide_0098,tumor_tissue
test_slide_0099,test_slide_0099,normal_tissue
test_slide_0100,test_slide_0100,normal_tissue
test_slide_0101,test_slide_0101,tumor_tissue
test_slide_0102,test_slide_0102,normal_tissue
test_slide_0103,test_slide_0103,tumor_tissue
test_slide_0104,test_slide_0104,tumor_tissue
test_slide_0105,test_slide_0105,normal_tissue
test_slide_0106,test_slide_0106,normal_tissue
test_slide_0107,test_slide_0107,tumor_tissue
test_slide_0108,test_slide_0108,normal_tissue
test_slide_0109,test_slide_0109,tumor_tissue
test_slide_0110,test_slide_0110,normal_tissue
test_slide_0111,test_slide_0111,normal_tissue
test_slide_0112,test_slide_0112,tumor_tissue
test_slide_0113,test_slide_0113,tumor_tissue
test_slide_0114,test_slide_0114,normal_tissue
test_slide_0115,test_slide_0115,tumor_tissue
test_slide_0116,test_slide_0116,tumor_tissue
test_slide_0117,test_slide_0117,normal_tissue
test_slide_0118,test_slide_0118,normal_tissue
test_slide_0119,test_slide_0119,normal_tissue
test_slide_0120,test_slide_0120,tumor_tissue
test_slide_0121,test_slide_0121,tumor_tissue
test_slide_0122,test_slide_0122,normal_tissue
test_slide_0123,test_slide_0123,normal_tissue
test_slide_0124,test_slide_0124,normal_tissue
test_slide_0125,test_slide_0125,normal_tissue
test_slide_0126,test_slide_0126,normal_tissue
test_slide_0127,test_slide_0127,normal_tissue
test_slide_0128,test_slide_0128,normal_tissue
test_slide_0129,test_slide_0129,normal_tissue
